étoile,commentaire
4,"Tout d'abord, l'expédition a été rapide, sans problème et bien emballée, donc je pense que c'est génial. Ils ont été commandés pour un usage quotidien à la maison (quasi comme ""pantoufles""). Il est très approprié pour cela. Il file comme sur des nuages ​​et est très agréable. Les Adilettes conviennent également à ma pointure actuelle (42). À mon goût, ils ont aussi l'air bien à l'extérieur et ont juste l'air détendu.Comme déjà décrit, vous devez les tenir à l'écart de l'eau, car ils absorbent rapidement l'eau et ont besoin de temps pour sécher. C'est pourquoi il ne faut probablement pas l'utiliser comme tongs, sinon je ne peux que recommander la chaussure, car elle est super confortable à porter, a l'air très moderne et c'est super confortable pour marcher !"
1,"Bien que j'ai commandé deux tailles plus grandes que d'habitude, à savoir 47 1/3, mes pieds normalement larges rentrent à peine dans les pantoufles car la sangle ou la boucle sur les orteils est clairement trop courte et non élastique. Après 5 minutes, il y a des points de pression rouges sur les pieds. Le look est correct, mais les chaussons ne sont évidemment pas très adaptés aux grands pieds."
3,"...En fait, les Adilettes sont pas mal, mais j'ai mis du temps avant de trouver la bonne taille. J'ai une pointure normale 38. 39 1/3 était trop serré donc je ne pouvais pas glisser assez vers l'avant. La taille 42 commandée était alors un peu trop grande (il n'y avait pas de taille intermédiaire) De plus, ces Cloudfoam sont plus lourdes que les autres modèles Adilette : faites bien attention aux noms ! J'ai aussi eu les pieds moites en les essayant et en les portant pendant une courte période. Je ne suis pas sûr."
1,"Dire qu'ils sont désolés est un euphémisme. Je porte un 44e1/2 j'ai dû retourner et prendre un 46, cela aussi j'ai dû refaire le retour et prendre un 48e1/2. C'est 4 tailles de plus que ma chaussure normale. Fausses mensurations, produit médiocre, pieds moites à l'intérieur et coupé sur les cotés du pied quand on marche. Je ne les utilise que si je dois prendre une douche au foot. Mal."
3,"Commençons par parler de la matière dont ils sont faits, un plastique très dur, surtout pour la première période puis ils se ramollissent légèrement, plastique parfois très inconfortable. Parlons maintenant de leur résistance, je les utilise depuis un an maintenant et elles se sont légèrement usées sur la semelle, elles ont été utilisées à la maison, à la piscine et à la plage. Je recommande de prendre un numéro supplémentaire, car ils s'adaptent peu.En conclusion, ils ne valent pas le prix qu'ils coûtent, s'ils coûtent 10 euros de moins, je recommanderais vivement l'achat."
3,"Les Adilettes ont un gros avantage par rapport aux modèles plus anciens : la sangle de pied n'est plus collée (ce qui finit par détacher la sangle) mais est solidement fixée à l'ensemble de la chaussure. Néanmoins, vous pouvez voir ici, où apparemment Adidas produit désormais exclusivement. Acheté plus de 1,5 tailles comme recommandé mais toujours trop petit. Salutations d'Asie, inspection finale Adidas n'est évidemment plus présent non plus, alors je vais l'élargir un peu."
3,"J'achète et j'utilise ce genre de ""pantoufles de douche"" pour moi et ma famille depuis des années maintenant. Cependant, ce dernier achat a montré que la semelle intérieure n'a plus les rayures traditionnelles, remplacées par une surface presque mamelonnée qui réduit son adhérence lorsqu'elle est mouillée. De plus, le caoutchouc est moins mou pour s'adapter"
1,"Après seulement un mois, les bandes grises se sont estompées et se sont détachées, à ce stade, je doute de l'originalité du produit manifestement défectueux."
3,"Rien à voir avec des chaussons comme ce modèle que j'avais il y a 20 ans, le caoutchouc semble voué à se casser bientôt, l'adhérence sur le mouillé est très mauvaise et une bulle d'eau se crée également entre la plante du pied et la semelle intérieure. Le prix de 12 euros justifie cependant la qualité, elles sont juste ce qu'il faut pour la maison. Le prix est peut-être super remisé pour les ""brûlures"" sur la semelle qui en tout cas ne compromettent pas la stabilité, mais c'est clairement un défaut de production qu'il faut déclarer par transparence."
3,"Je précise que pour les femmes elles sont esthétiquement moche mais je vais les utiliser pour la piscine. Ils sont légers. Et ils n'ont pas de semelle plate comme les havaianas ou autres. Pour ceux qui ont besoin d'un soutien de la voûte plantaire, ils sont certainement plus confortables.Prenez toujours un numéro supplémentaire, ils taillent petit. Le 40/2 est parfait. Je chausse un 39. (Grâce aux commentaires précédents, si j'avais pris un 39 j'aurais dû le retourner)"
1,"J'ai cherché partout exactement ces Adilettes et je les ai finalement trouvées ici sur ce site et j'étais totalement heureuse après la commande et j'attendais avec impatience les pantoufles. A l'ouverture du colis alors grosse déception : la boite à chaussures a l'air totalement miteuse, comme si elle avait été utilisée très souvent, pue la sueur et l'odeur de cigarette, la couleur des chaussures est totalement écaillée et malgré la bonne pointure commandée 1,5 -2 grands nombres. Malheureusement je suis très déçue de ce pack ! La seule bonne chose était la livraison rapide."
3,"Eh bien, j'ai acheté les mules en cadeau et je peux encore les commenter.La matière est comme prévu, agréable et douce et légère, juste confortable. Malheureusement, l'optique - les trois bandes semblent avoir été peintes et endommagent ainsi la tenue et c'est exactement là que vous regardez un produit Adidas. Quelque chose devrait être amélioré là-bas."
1,"J'ai reçu un faux produit qui était une chose au bord de la route qui a été livrée depuis Hyderabad même lorsque j'ai demandé un remplacement J'ai reçu le produit du maharastra mais il s'est avéré être un premier produit de copie avec la même copie de diapositives Addidas quand j'ai demandé pour un retour, on m'a demandé de donner le produit avec la boîte où je n'ai reçu aucune boîte"
2,"Par rapport à d'autres chaussures de piscine ou de mer, après avoir été en contact avec l'eau, elles puent au bout d'un moment, c'est-à-dire que le plastique dégage une mauvaise odeur. Je recommande de prendre un numéro de plus que celui utilisé. Évaluation complètement négative."
4,"J'ai aimé ces chaussons, mais c'est dommage qu'ils taillent petit, j'ai donc dû les rendre. Le numéro que j'ai acheté était un 37, et malheureusement, bien que je porte habituellement du 36, la pantoufle était trop serrée et trop courte ..... Le retour à la poste, avec le QR code, a été rapide et facile. Merci Amazon"
2,"Ces chaussures étaient BEAUCOUP trop petites, j'ai normalement 41 ans, j'ai commandé ces chaussures en 44 ans, je n'ai même pas été près de les ajuster. Devrait probablement commander un 47 ou plus. Malheureusement, les chaussures sont devenues 8 euros plus chères en une semaine et leur retour s'est avéré presque impossible, car les options de retour DPD ne sont pas disponibles dans le pays. Il y a peut-être un système."
3,"Il s'avère qu'une bonne taille de chaussure est plus petite. Je porte du 39/40. J'ai commandé du 40,5 et elles sont trop petites... Doit commander du 41,5. Dommage que ce ne soit nulle part. Le plus gros reproche concerne le livreur. Il suffit de mettre les chaussures dans le boîte aux lettres meurtrie. Je n'étais pas à la maison et j'étais très contrarié. Qu'est-ce que c'est.... Voir les photos j'avais peur qu'elles soient cassées"
2,"Les chaussures ont une assise plantaire super douce et confortable. Malheureusement, le noir sur la semelle intérieure s'enlève après un court laps de temps et il s'estompe également rapidement à l'avant. Une lacune est aussi qu'ils prêtent. Je ne les achèterais plus!"
1,"J'ai généralement indisso du 42 (41/42)... j'ai pris du 42 et ça va petit, en plus c'est étroit et c'est très inconfortable de la plante ayant une montée au milieu trop rigide."
4,"Dans l'ensemble de bonnes pantoufles pour la piscine/douche même si assez raides. Je porte un 43 et sur les conseils des revues, j'ai pris un 44,5 qui est en fait un fil large... Donc le conseil que je vous donne c'est d'acheter une taille en plus, mais pas au delà...."
4,"Sentez-vous super bien. Malheureusement, maintenant commandé une troisième fois car les deux fois la chaussure était trop petite. D'abord un 45, puis un 46 et maintenant un 47. La taille normale de mon ami est 45. La livraison et le renvoi ont été super rapides. Aujourd'hui, j'ai renvoyé la deuxième paire. Mon 47er devrait arriver la semaine prochaine."
4,"Chaussons de bonne qualité et très confortables. Ils s'habillent petit, je recommande d'acheter au moins un numéro de plus. Je porte un 45,5/46 et j'ai dû acheter un 47 car le 46 était vraiment petit.Le 47 aussi était à la limite au début, mais après quelques jours d'utilisation le caoutchouc se ramollit un peu et ils deviennent très confortables"
3,"Ils sont beaux, j'ai commandé en taille 26 (l'étiquette indique 9 femme - 8 homme) donc si vous envoyez le bon, le problème est qu'ils viennent très petits, je vous recommande de commander un nombre plus élevé. Les sandales Nike de ma fille ont 25 ans et elles sont un peu plus grandes que ces supposées 26."
1,"C'est un signe d'insuffisance pour Adidas que les informations de dimensionnement soient à nouveau incorrectes. J'ai commandé une taille plus grande que celle que j'ai dans d'autres chaussures Adidas. Parce que je voulais que ce soit confortable. Et que dois-je dire ? Les chaussons ne rentrent pas. Je ne peux même pas mettre mes pieds dans les pantoufles. Si vous devez découper les tailles pour un seul et même fabricant, alors quelque chose ne va pas."
3,"De recherches en amont, j'ai su commander les Adilettes une pointure au-dessus.Néanmoins, elles sont assez serrées au pied, ce qui, espérons-le, s'étirera et s'usera avec le temps. J'en ai déjà quelques-unes en noir, qui à leur tour ont également le logo sur le dessus. chaussure attachée et s'adapte parfaitement à la taille 38. Je suppose que les Adilettes ne sont pas d'origine en raison du traitement et de la marque d'image manquante, ainsi que de l'étiquette collée manquante.Pour mes besoins, comme deuxième chaussure dans l'ordre. Mais si vous appréciez les Adilettes originales, celles-ci ne sont pas recommandées."
3,"Optiquement typique AdiletteMalheureusement, vous ne pouvez pas l'ajuster en largeur Et comme j'ai un pied très large, aucune chance d'entrer Pour les pieds standard certainement top, pour les pieds larges aucune chanceMais il existe un autre modèle d'Adidas qui est réglable en largeur"
4,"...malheureusement pas pour les personnes aux pieds plats ;) Les Adilettes sont très confortables. Cependant, si vous avez les pieds larges, ils ne sont pas recommandés. Ils sont tout simplement trop étroits et la boucle peut ne pas être assez haute. De plus, les pieds collent très rapidement grâce au matériau. Les porter avec des chaussettes ne lui pose pas de problème."
3,Tutto ok peccato che prendendo un 47risulti più piccolo del 46 Adidas che già avevo... Mi sta davvero a pelo.. Mi va bne lo stesso perché avevo già previsto un numero in più ma avrei dovuto prevederne due in più... Numerazione troppo petite. Péché
4,"Après avoir lu des critiques qui disaient de prendre une taille au-dessus, j'ai décidé de prendre un 44,5 ayant le 43. Ils vont bien, peut-être un peu serrés car ils sont neufs. Je recommande donc de prendre une taille ou une taille et demie de plus. Ils s'habillent confortables et beaux à regarder, sauf que les rayures blanches ressemblent à de l'adhésif et sont très légèrement abîmées"
3,"Acheté pour la deuxième fois car le premier était retourné.Normalement j'utilise un 42 J'ai acheté la première fois un 42 mais il était trop petit donc je l'ai remplacé par un 44,5 Em. Mais celui là aussi est vraiment très petit Ils sont arrivés déjà abîmés au partie finale."
4,"Ont généralement la taille 45 en baskets. En ce qui concerne les pantoufles, il est important de commander une taille plus grande. La taille 46 me va toujours un peu juste mais me va. Sinon super. Chaussons de bain stables d'Adidas comme d'habitude"
1,"J'ai une taille 41 mais, par sécurité, j'ai commandé un 42. Je ne pouvais même pas le mettre sur mes pieds. Probablement, avec un peu d'effort, un 43 pourrait me convenir ... Ils avaient l'air confortables mais je ne l'ai pas fait Je ne veux pas perdre de temps avec le remplacement."
3,"Matière trop absorbante, difficile à sécher. Il n'est pas surprenant que ça sente plus tard, voir les autres avis. Cependant très agréable à porter ! Il est préférable de choisir une taille plus grande, sinon vous resterez coincé en marchant sur les bords des carreaux ou des escaliers, etc. dans le sauna, par exemple. Par conséquent, le risque de trébucher est élevé ou vous devez forcer votre pied dedans. Glisser rapidement m'a causé des ennuis deux fois. De plus, la couture adhésive de la boucle est fortement sollicitée, de sorte qu'elle se détache ensuite, comme dans d'autres revues, ce qui n'est pas non plus surprenant. Prix ​​correct, mais déjà déçu par la marque."
1,"Les chaussures sont mal faites et ont déjà commencé à se désagréger lors des premières vacances balnéaires à la mer. Si les chaussures sont mouillées, vous n'avez aucune adhérence et glissez. Au lieu de laisser l'eau s'écouler, ils stockent l'eau et après un court laps de temps commencent à puer.Les chaussures ne sont pas rentrées à la maison.Je n'ai jamais eu d'aussi mauvaises pantoufles."
3,"J'ai déjà mentionné avant, qu'ils sont comme indiqué dans la présentation mais vraiment 2 tailles plus petites !! Non seulement elles sont plus courtes de 2 cm que les autres tongs de la même taille, mais elles sont également très étroites. J'ai commandé un 42 pour moi et maintenant ma fille l'utilise, elle fait un 40 et ils vont parfaitement"
2,bien que la longueur soit la bonne .. la largeur n'est pas courante .. le chausson glisse facilement jusqu'à provoquer des accidents dangereux. Ma femme enceinte risquait sérieusement d'être blessée. Retourné. Incontestable après vente par Amazon et vendeur.
4,"Des pantoufles assez confortables, bien qu'elles soient en plastique. En achetant un numéro supplémentaire, je n'ai pas rencontré le problème de l'élastique trop étroit. La couleur est assez frappante, mais pour les garder à la maison, elles vont très bien. Livraison Amazon en 2 jours top."
3,"J'ai habituellement un 43-43.5 dans toutes les chaussures, j'avais le duramo adiletten avant, j'avais un 44.5, ils s'adaptent parfaitement et la semelle était rembourrée. Cependant le modèle adilette noté est trop serré au niveau du cou de pied que ce soit avec des chaussettes ou pieds nus et aussi des semelles très dures et rigides c'est pourquoi je n'ai pas gardé l'adilette et je l'ai renvoyé."
1,"Impossible à enfiler car la bande est trop basse et le pied rentre très fort, peut-être un défaut d'usine je les ai retournés péché"
3,"Le matériau et la finition font bonne impression. La semelle intérieure est de forme ergonomique. Cependant, les informations de taille ne sont pas compréhensibles. J'ai commandé 1,5 tailles plus grandes en me basant sur les instructions : Au lieu de 44,5 dans les chaussures habituelles, j'ai la taille. 46 choisis pour les chaussons. Je peux à peine rentrer pieds nus, ça ne devrait pas être plus étroit d'un millimètre."
1,Le colis est arrivé dans les temps je n'ai pas du tout aimé Il a été acheté taille 43 et c'est à peine un 40 Dans les chaussures la taille ne se reflète pas comme d'habitude Pour les désagréments du retour ma femme les a gardés .Mauvaise expérience.
4,"Excellentes pantoufles achetées à un prix abordable. Bonne qualité et belles couleurs. En lisant les autres avis, j'ai le plus acheté quelques numéros et je recommanderais en fait de les prendre plus grands car ils sont étroits."
4,"Les chaussures sont super. Très confortable (ce qui devrait être) et la taille est également très bonne... Je porte habituellement un 36,5 et j'ai commandé un 37 car le 36 d'Adidas est toujours un peu trop court pour moi, mais la largeur est confortable. Donc ils sont un peu loin mais tout va encore bien La livraison a été super rapide mais malheureusement elle n'a pas été remise à ""mon point relais normal"" et il n'y avait pas non plus de note dans la boîte aux lettres. Aucune information non plus n'a été donnée sur Amazon, si ce n'est qu'il a été livré, j'ai donc dû chercher un peu le colis dans les autres relais colis."
1,"S'ils sont utilisés à la fois pour la plage et la piscine, ils absorbent l'eau, et 24 heures plus tard, ils sont encore mouillés et si vous les pressez, l'eau sort. Super gênant. Comme nous les avons sortis, nous ne pouvons pas faire le retour, mais un achat moche."
1,"L'article que j'ai reçu était un faux et une copie d'Adidas ne l'achetez pas, il ne se vend pas sur le marché indien et si vous vous connectez, 99% du temps, vous obtiendrez une fausse copie du même"
4,Les tongs sont cool et ce sont des tongs en un seul morceau c'est ce que je voulais concernant la taille elles n'avaient pas le 45 et j'ai demandé une taille plus curieusement celles qui sont arrivées sont les T45 parfaites pour moi mais ce n'est pas le cas ce que j'ai acheté
3,"Comme d'habitude chez Adilette, les chaussures sont légèrement plus petites. Sinon, nous sommes très satisfaits de la qualité comme d'habitude et les achèterions encore et encore. On les utilise tous les jours comme chaussons et elles sont très agréables à porter"
3,"Quiconque est censé évaluer la longueur du pantalon et la hauteur de la taille ici a également fumé de bonnes choses... Malheureusement, la taille du pied est une taille trop petite et les bretelles sont deux tailles trop petites. S'agit-il de plagiat ? Le fait est de ne jamais acheter de chaussures en ligne."
4,"Chaussons très agréables et confortables, mais il faut obligatoirement prendre au moins une pointure de plus car la bande est étroite (je porte normalement du 43, j'ai dû prendre du 44,5) ; heureusement que j'ai lu les commentaires sinon j'aurais dû le retourner. Sûrement le côté positif c'est que je ne tape plus mon petit doigt sur la table de chevet puisque le plan de base est un 44.5."
1,"Sculpture absurde. C'est au moins un nombre, sinon deux, trop petit. Plastique bon marché et rigide. L'argent jeté. Encore une fois, les sculptures sur Amazon sont une loterie."
4,J'adore. J'ai beaucoup de problèmes dans l'usine et j'ai peur que l'été vienne à cause des semelles fines et dures. Avec ces tongs je suis ravie du confort. Le seul mais c'est qu'ils taillent grand et qu'il n'y a pas de possibilité de choisir plus de tailles
2,"A l'air très agréable et s'adapte très bien. C'était un cadeau de Pâques pour mon mari. Malheureusement, un défaut s'est produit sur la semelle encore moins d'usure. Mon mari ne les porte que comme pantoufles dans la maison."
1,"J'ai commandé deux paires, mais j'ai reçu un produit complètement différent. J'ai dû le retourner deux fois pour recevoir à nouveau la mauvaise paire. Le suivi est également discutable, les produits changent de statut et/ou sont simplement supprimés après que le paiement a été effectué pour les articles. aucune confirmation n'a été envoyé à ce sujet, et je n'ai eu qu'à attendre une semaine. Malheureusement, cette expérience est tellement décevante pour moi que je ne veux plus acheter de produit via Amazon et donc devenir également un client principal."
4,"J'ai commandé les chaussons pour aller à l'étang en été et juste pour marcher jusqu'au supermarché.. ils sont extrêmement confortables et donc recommandables. Le seul point négatif que j'ai remarqué, c'est qu'ils restent mouillés longtemps car le liquide est aspiré... d'où une déduction en étoile !"
1,"Les tailles ne fonctionnent pas correctement. La communication avec le vendeur est malheureuse et le produit semble faux.Un conseil, achetez le sur le site Adidas qui sont au même prix et n'y jouez pas"
4,"Les tongs ont l'air bien et semblent de bonne qualité. Malheureusement, cela n'a pas pu être testé dans la pratique, car la chaussure de taille 39 est une taille trop petite. C'était clair en comparant avec d'autres chaussons de taille 39 existants pour voir. C'est un dommage, nous aurions aimé garder les chaussures."
4,"ATTENTION MALHEUREUSEMENT NON RESISTANT A L'EAU, S'IMPREGNE D'EAU!PRENDRE DES JOURS POUR SECHER A NOUVEAU OU PLACER SUR LE CHAUFFAGE.GEL RECOUVERT DE MOUSSE NOIRE DONC ABSORBANT POUR L'EAU.S'ENLEVE COMME SCHMITZ KATZE, EL DORADO POUR VOS PIEDS.DOUCE COMME DU PUDDING. Scelle magnifiquement la cavité. VOUS GARDER AU CHAUD. COUSSINS BIEN. REGARDEZ GRAND."
1,"Incompréhensible !!! Adilettes commandées en taille 39 et trop petites. J'ai demandé un bon de retour et des frais de port prépayés de 14 €, j'ai récupéré le prix d'achat de 16,74 € et il me reste les frais de port car cette société ne les paie pas. Donc pas d'Adilette et perdu quatorze euros. Je ne peux que déconseiller et ne pas recommander."
1,"choix pour l'esthétique je m'attendais à un produit en tout cas à la hauteur du prix au contraire dès qu'on les porte on se rend compte tout de suite de l'argent jeté ils sont inconfortables et couvrent à peine la taille, la languette supérieure irrite les doigts.Le pire de si , cependant, ils les donnent une fois mouillés, la plante devient TOTALEMENT glissante et la marche dans et hors de l'eau est inconfortable et dangereuse.Enfin, des temps de séchage BIBLIQUES, au moins 3h.Capsules du marché, 3 €, confortable et sûr sec en 6 minutes"
3,"Je trouve que les chaussures roses sont superbes. La taille convient également parfaitement (38 - comme j'en ai habituellement ou parfois 37/38). Les Adilettes sont seulement assez serrées au niveau de la boucle (dessus du pied) et ne s'étirent pas non plus. Sinon, je n'ai aucun problème avec eux, mais malheureusement je ne peux pas porter ces chaussures car elles sont si serrées."
1,"Malheureusement, les Adilettes étaient beaucoup trop petites. Impossible d'approcher mon pied de la chaussure. Malheureusement, je n'ai pas pu retourner l'article car Amazon ne m'a pas donné cette option. Seulement après l'expiration du délai de retour"
1,"la mesure ne correspond pas, en plus d'être petite, la bande est très serrée et les matériaux semblent de mauvaise qualité. A mon avis ils ne sont pas d'origine, ils semblent contrefaits."
1,"Déjà eu des Adilettes. Mais quelque chose ne va pas ici. La languette est si serrée que mon pied ne peut même pas passer devant. Et revient uniquement via dpd, où vous devez conduire une éternité pour pouvoir renvoyer le colis. Achetez chez un revendeur réputé!"
2,"Bien que j'aie pris du 43 au lieu du 42 habituel, je remarque que l'élastique qui enveloppe l'arrière du pied est trop rigide, ce qui m'amène à ne pas pouvoir les utiliser. Au bout d'un moment, il commence à frotter la gomme, à souffler la peau sur les côtés de la plante des pieds et sur les gros orteils.Je pense que prendre 2 numéros de plus, c'est mieux."
2,"Le produit est bon mais le problème est que jusqu'au n.46 le produit est premier, j'avais besoin du 47 donc pas de prime, l'envoi a été plus rapide que prévu mais les conditions dans lesquelles le colis est arrivé sont gênantes, complètement détruites et considérant qu'il était un très beau cadeau sisi"
1,"Au moment de l'achat, il n'est pas clair qu'ils taillent petit. Je calzone une taille 44, j'ai pris le 44,5 uniquement parce que c'était le seul disponible. Il m'a tellement abîmé les orteils que je les ai donnés à mon mari, qui est un taille 40 et ses gros orteils ont été abîmés aussi."
3,Les chaussons sont confortables et aussi beaux à regarder le seul défaut est la mauvaise qualité des rayures blanches.Après une semaine d'utilisation il a déjà commencé à se détacher en petits morceaux
2,"Une super chaussure !! Bon travail, fournisseur et expédition, tout est parfait ! Mais la chaussure est trop petite. Je porte du 44, j'ai d'abord commandé du 44/5, le cou-de-pied ne me va pas du tout !! Ma copine (43 ans) non plus. Puis j'ai commandé les mêmes en 46. Exactement les mêmes, ne rentrent pas, ma copine non plus. Adidas a foiré là. Désolé, mais une si belle chaussure."
4,J'ai dû renvoyer le produit car il taille petit. Ne vous fiez pas à la mesure mais au cm avant d'acheter. Je porte le 38 mais je les ai retournés et j'ai pris un 39 qui va bien à la place.
2,"Au déballage, j'ai trouvé une note sur ma pantoufle, pas à. adapté aux douches. C'était la vraie raison d'acheter les pantoufles. Ne convient donc que comme pantoufle. Donc retour."
4,"Si vous voulez être absolument sûr, alors commandez les 3 tailles suivantes ensemble, essayez-les et renvoyez les 2 paires qui ne vous vont pas.Aaaand non, les chaussons ne cèderont pas.En plus, ils sont étroits, trop étroits quand je suis une pointure 44, 5 - 45 ne rentre qu'en 47,5 !La semelle extérieure est très stable et résistante à l'abrasion comme les chaussures de street running d'Adidas à moins de 100 €, donc l'asphalte n'est pas un problème."
1,"Je suis en fait un fan d'Adidas mais malheureusement ces tongs manquent leur but. Après avoir pris une douche ou s'être mouillé, les chaussures absorbent littéralement l'eau. Ce qui signifie qu'elles mettent une éternité à sécher et pire encore : si vous vous tenez dessus un jour après utilisation, leur propre poids expulse l'eau des chaussures, laissant vos pieds/chaussettes et le sol mouillés. Ai-je reçu un produit défectueux ici ? Du moins je l'espère."
4,"Hormis les chaussures Nike, je porte une taille 43. La taille 44 aurait été confortable pour les adilettes. La taille 43 convient, mais elles sont un peu serrées. Au bout d'un moment, cependant, l'ensemble s'étire légèrement."
3,"Commandé la taille de l'Adilette de mon voisin. Ceux-ci s'adaptent parfaitement. Les chaussons reçus sont malheureusement beaucoup trop petits sur le cou de pied. Bêtement je n'ai pas essayé avant. Donc, malheureusement, ils sont donnés. propre faute. Aurait pu tester plus tôt. Je n'avais aucune idée que des pantoufles d'une même marque pouvaient différer autant."
1,"La série Cloudfarm a une semelle souple, mais à cause de cela, les bactéries se déposent plus rapidement, et un signe sur les chaussures qui dit qu'elles ne doivent pas être mouillées n'a aucun sens pour moi. Moins de 2-3 mois et les molles puent, malgré une désinfection régulière.Ridicule."
2,"J'ai commandé la taille 46 et je n'ai pas pu mettre mon pied parce que les pantoufles sont si serrées. Je ne sais pas si j'ai des pieds aussi ""gros"", mais je n'ai jamais eu ce problème avec d'autres chaussons en caoutchouc... la taille 47 était encore trop serrée, je viens de rentrer, bien sûr elles étaient trop longues. S'ils convenaient, ce seraient certainement de superbes pantoufles, mais je n'ai aucune idée de ce qu'Adidas pensait. 🤷‍♂️"
1,"La première taille est revenue car elle était trop petite, commandé une taille plus grande, toujours trop petite ou trop serrée. La semelle se courbe vers le haut de sorte qu'elle devient trop étroite et que le pied ne rentre pas dans la chaussure même si la longueur conviendrait."
4,"Pas particulièrement accrocheur, mais sinon ça va. La semelle intérieure extrêmement douce demande un peu de temps pour s'y habituer lors de la marche, mais au final, elle est assez confortable. J'aime vraiment porter les pantoufles maintenant."
4,"Excellentes pantoufles, la qualité et le prix sont incontestables, je préfère avoir des pantoufles un peu plus larges, qui est de la même idée, je recommande une demi-taille plus grande que le nombre normal de chaussures"
1,J'ai le même depuis deux ans et j'en ai acheté un en rose à ma fille un mois et petit à petit les rayures blanches ont commencé à s'estomper.Je suis très déçue qu'une marque comme adidas puisse lui donner ça en plus avec le prix qu'ils ont je vais penser à en acheter d'autres.
4,"Les tongs sont super cool, elles sont arrivées très bien emballées et à la date de livraison. Mais la taille est très petite, même en achetant un numéro de plus. Je le recommande mais en achetant plus de tailles à la fin de l'été, elles ne me vont plus et je voulais qu'elles durent au moins pour les douches d'entraînement de la saison à venir."
1,Couleur magnifique mais forme et confort complètement différents des autres paires achetées en magasin. Ils sont très rigides et la bande est très serrée.Je soupçonne qu'ils ne sont pas d'origine...
4,"La livraison s'est très bien passée. Malheureusement, les lacets ne peuvent pas être comparés aux tailles classiques. J'ai commandé ma taille qui était beaucoup trop petite. Donc retourné."
2,L'Adilette est très serrée. Je ne sais pas ce qu'Adidas pensait en calculant la pointure... on rentre difficilement dans la chaussure. Beaucoup de personnes semblent avoir vécu cette expérience et je ne peux pas le confirmer. Sinon la qualité de fabrication est irréprochable
1,"J'ai commandé les sandales blanches à rayures vertes et un produit différent est arrivé, la taille est, mais ce n'était pas ce à quoi je m'attendais."
1,"C'est là que le non-sens s'installe vraiment. Maintenant, vous devez lire les critiques et les notices d'emballage pour Adlietten, car les chaussures de douche pour la douche ne sont absolument pas bénies. Si vous prenez une douche, vous avez encore de l'eau dans vos chaussures quelques jours plus tard... Je trouve personnellement c'est insalubre et dégoûtant - au mieux, ce sont des pantoufles qui ne devraient jamais être mouillées. Je préférerais ne pas donner d'étoile du tout"
1,"J'ai commandé des tailles 46 et 48,5 et c'est encore trop petit, les européens ont juste des pieds plus gros que les asiatiques. Adidas devrait le savoir maintenant et pourtant ils n'arrivent jamais à ajuster les tailles. Gênant !!!"
1,Probablement de la merde d'Extrême-Orient peut-être convenir aux pieds des enfants mais pas aux pieds des hommes. Réfléchissez outrageusement à deux fois aux pantoufles
1,Cela n'a rien à voir avec la qualité adidas. Ils sont très rigides. Très étroit malgré avoir commandé une taille au dessus. Pour le prix que j'ai payé la qualité n'existe pas. Ils ont certainement demandé des éclaircissements au vendeur
1,"Normalement, j'ai la pointure 42. J'ai également commandé les chaussures de bain dans la même taille - trop petites Parce que je pense que la couleur est superbe, je les ai à nouveau en taille. 43 commandés - également trop petits. Coup de pied beaucoup trop étroit !D'autant plus décevant en tant que fan d'Adidas. La seule étoile est pour la couleur. Toujours pas de recommandation d'achat."
1,"La chaussure est incroyablement étroite, je ne la rends pas à cause du bazar qu'elle est, mon fils la gardera même si elle fait deux pointures de plus, j'ai un pied normal, et plusieurs Adidas en plus, et celle-ci ne me va pas au pied , longtemps bien, et c'est un 44.5. N'achetez pas ce produit"
2,"Même si j'ai commandé une taille plus grande. Sont-ils encore trop petits Qu'est-ce que c'est si vous avez la taille 41. Faut-il commander la taille 44 ou 45? J'ai commandé la taille 42,5 et j'ai moi-même la taille 41"
1,"Je me douche tous les jours avec mes chaussures au travail, je n'ai pas de problème d'odeurs comme d'autres ici, les semelles de mes chaussures se détachent et se trouent. Les chaussures ont exactement 1 an."
2,"Les Adilettes sont toujours trop petites, et cette fois la coupe est différente, il faudrait les refaire en Europe, ça aurait du sens."
1,"Une telle merde. Il s'avère que 3 tailles plus petites. Trop étroit, trop court, trop étroit et aussi le look..... Chaque discounter en a de meilleurs pour 1 dixième du prix"
2,"Le produit est correct, mais quelle bande de SAV incompétents. C'est pourquoi j'ai mis deux étoiles. Quelle galère pour rendre ces maudites tongs."
3,"J'ai commandé les chaussures une taille plus grande parce que j'ai lu dans les critiques qu'elles étaient très étroites/petites. Ils sont maintenant un peu trop longs, mais il est encore très difficile d'y entrer car la bande est très serrée et ne cède guère. Donc si vous avez des pieds très étroits, vous pouvez prendre la bonne pointure, au moins le pied s'ajustera correctement sur la semelle préformée. Sinon, achetez simplement un autre modèle ou une taille plus grande et espérez qu'il vous convienne."
3,"""Tout était mieux avant"", ce dicton est d'ailleurs vrai en ce qui concerne les Adilettes. Les pantoufles sont à des kilomètres de la qualité des années précédentes. Cela s'applique au matériau et à l'ajustement. Néanmoins, bien sûr, ils restent emblématiques et les autres maillots de bain ne me viennent pas aux pieds."
3,Ils sont plus moches en personne que je ne l'imaginais... mais j'en ai déjà changé certains à cause d'une erreur de taille et je trouve déjà gênant de les changer pour une raison aussi stupide que leur apparence. Je ne suis pas très satisfait de cet achat.
