étoile,commentaire
3,"Ils sont arrivés à temps, bien emballés, les baskets avaient l'air un peu fanées, la bande de roulement n'est pas géniale, je les imagine pour glisser, je les ai achetées pour marcher principalement, donc je verrai à quel point elles vont bien."
5,"Très confortable, léger, ajustement parfait. Vaut le prix. Allez-y."
5,"Excellent produit, j'avais des doutes sur l'originalité en raison du prix, car il y a quelques mois j'ai acheté le même modèle dans un autre magasin et cela m'a coûté 1 500 $, mais quand ils sont arrivés, ils sont venus dans leur boîte d'origine et la qualité ne laisse aucun doute qu'ils sont originaux, ils sont 8 américains 6 mexicains et dans la mesure où le modèle est un modèle très confortable et polyvalent, il va bien avec n'importe quelle tenue, l'expédition a pris 3 jours et tout était parfait."
5,J'ai pris ces chaussures que j'avais déjà achetées pour mon fils dans la boutique. Ils sont identiques et parfaits comme les précédents. En plus d'un prix plus avantageux.
5,"Chaussures confortables avec un beau design. Je les utilise pour faire du sport et jusqu'à présent, ils sont phénoménaux."
5,Le style sportif est très agréable C'est confortable à porter sans serrer les pieds C'est très doux et confortable Surface nette respirante C'est fortement recommandé
4,Ils sont très doux. Mais augmentez la moitié du nombre
4,"Ma taille est de 27 cm, mais j'achète habituellement 27,5-28 cm à cause de la largeur. J'ai acheté un grand 28,0 cm car cette fois c'est aussi petit. Je pensais que c'était seulement la largeur qui était plus petite, mais la taille du pied semblait être légèrement plus petite, donc c'était juste. Par conséquent, j'ai pensé qu'il serait préférable d'acheter une taille plus grande si je fais de l'exercice vigoureux. Cependant, si vous achetez une taille plus grande que les autres avis, je pense que c'est parfait pour un usage quotidien. La durabilité est due au poids, et elle s'est un peu effondrée après un mois d'utilisation, mais les semelles épaisses et le rembourrage ferme permettent à vos pieds de se fatiguer facilement même si vous faites de l'exercice pendant une longue période, et ils sont très confortables porter.est. Il a une bonne ventilation et ne devient pas étouffant. Inversement, les jours de pluie sont faciles à humidifier et se mouillent facilement. La prochaine fois, je regarderai le prix et j'achèterai 28,5-29,0 cm. Il y a une différence de prix selon la couleur, mais si le prix est bon marché quelle que soit la couleur, je pense que le rapport qualité-prix est excellent. De plus, si le produit réel est vendu dans un magasin à proximité, nous vous recommandons de vérifier la taille à l'avance."
4,"Taille une demi-taille petite. Si vous portez un homme de taille 9, prenez une taille 9,5."
5,"Ce sont mes premières chaussures que j'ai commandées en ligne. Fit comme commandé et je suis super satisfait! Merci aussi pour la livraison rapide. Commandé le vendredi, lundi à Majorque. Absolument génial. Merci"
4,"Les chaussures sont confortables. Il y a quelque temps, j'avais les mêmes chaussures de la boutique Nike. Je dois dire que les chaussures de la boutique étaient un peu plus confortables et que la qualité était meilleure. Je suis toujours très satisfait des chaussures et je les recommanderais à d'autres !"
4,"Les chaussures sont correctes pour le prix. Si vous avez un pied large, n'essayez pas celui-ci, il est assez fin. La couleur est fidèle à celle de la photo. Je l'aime bien. Convient bien."
5,"J'ai acheté ces baskets pour mon mari, il en a déjà deux paires identiques. Ils étaient si confortables qu'il voulait une troisième paire dans une couleur différente."
4,"Belle chaussure. Très léger et magnifiquement simple. Mais malheureusement beaucoup trop petit, j'ai dû renvoyer la chaussure et commander maintenant 3 (!) tailles plus grandes"
5,"La chaussure n'est pas coupée trop étroite, ce qui donne une sensation très confortable. Jusqu'à présent (pour une courte période de temps), rien ne peut être dit sur la durabilité. En tout cas, il s'adapte bien et est confortable à porter."
5,Excellent et léger
5,Bon prix et qualité. Va comme un gant.
5,"J'ai adoré les thèses. Ce sont les meilleures baskets que j'ai eues depuis longtemps ! Elles sont également extrêmement confortables lorsqu'elles sont portées et, étonnamment, lorsqu'il pleut, la pluie ne pénètre pas ! Je pensais que ce serait le cas, mais j'ai eu tort ! Lorsque vous courez (surtout à l'extérieur), vous pouvez vraiment sentir le vent frapper vos orteils et c'est génial ! Surtout si vous transpirez après tout l'exercice que vous faites ;)"
4,Je rejoins tous les clients qui ont donné des avis très positifs. J'ajoute un prix très compétitif.
4,Super léger et joli look. J'aurais aimé garder la chaussure mais elle était un peu trop serrée. Malheureusement il n'y avait plus de taille plus grande.
5,"Très confortable, respirant et facile à laver."
4,Volontiers à nouveau
5,Tout
5,Ils sont parfaits pour la salle de sport.
4,Belle chaussure légère
5,"La fille a de grands pieds, elle a donc acheté la taille des hommes. Regarde et se sent bien."
5,"Super bonnes chaussures, parfaites pour marcher. Ce que j'aime le plus, c'est qu'ils sont très légers. En plus, ils ont juste l'air bien. Pour ce prix, vous ne pouvez pas vous tromper."
5,"Les chaussures sont bonnes, mais la date de livraison n'a pas été respectée Je n'achète plus chez LEPI Schuh GmbH"
4,Précises belles chaussures introuvables.
4,Déjà eu d'autres paires : très confortables et très respirantes. Seul défaut : elles ne durent pas longtemps (un été).
3,"J'ai eu ces chaussures pour un cadeau d'anniversaire. L'anniversaire n'a pas encore eu lieu, je ne peux donc pas répondre si le destinataire était content, etc. Désolé, je ne suis pas plus utile. Ils sont beaux dans la boite...."
1,Coeur Boden.
5,J'aime le style et la coupe est bonne.
4,Volontiers à nouveau
5,Parfait comme toujours. Je commande toujours les chaussures une taille plus grande car je porte des semelles intérieures. Ils s'adaptent parfaitement et sont légers comme une plume.
5,"Livré avec une semaine de retard, mais j'ai finalement reçu les chaussures et tout était comme prévu."
5,Chaussures très belles et pas chères! Une sensation comme marcher sur des nuages. Recommandé encore et encore !
5,Un autre excellent produit à un prix équitable pour Nike. Les chaussures sont ajustées comme prévu et sont très légères aux pieds. Je ne recommanderais pas de les porter pendant les mois les plus froids / humides car il serait difficile à nettoyer en raison du matériau. Chaussures de course parfaites.
5,"Le produit était parfait, tout comme j'ai commandé!"
5,"J'ai commandé les chaussures pour l'anniversaire de quelqu'un et les chaussures me vont parfaitement. Elles sont incroyablement confortables 👍🏻Selon sa déclaration, je ne peux que recommander les chaussures."
5,"Expédition rapide, produit et boîte intacts"
4,Très léger et confortable
4,"Chaussure déjà ""classique"" de chez NIKE car elle est sur le marché depuis plus de 3 ans et ils ne l'ont pas variée autrement que dans des coloris différents. Il n'y a aucun moyen que le prix baisse non plus, c'est parce qu'il continue de fonctionner sur le marché. Ce sont des chaussures très confortables pour la marche et au look sportif mais classique (elles ne font pas partie de celles qui semblent vivre dans la station MIR). Bien sûr, ne faites pas de sport avec eux, ils sont pour ce qu'ils sont,"
5,Les chaussures sont arrivées beaucoup plus tôt que prévu boîte intacte et chaussures parfaites vraiment super
5,"Super prix, superbes couleurs offertes"
3,Bon produit
5,Chaussures super confortables qui s'adaptent parfaitement. Je ne peux que le recommander pour le petit prix.
5,Je marche beaucoup 4 à 5 miles par jour et c'est exactement ce dont j'avais besoin
5,"Non seulement je trouve les chaussures confortables à porter, mais elles sont aussi très belles. La performance des prix est excellente. Simple mais élégant."
4,"Très confortable et extrêmement léger, peut facilement être utilisé pour la gym et les vêtements décontractés. Le seul inconvénient est que le produit donne l'impression que l'entraînement à l'agilité explosive les déchirerait. Dans l'ensemble, un must si vous ne prévoyez pas de les utiliser pour l'entraînement au sprint."
4,"En fait, une excellente chaussure, mais je recommande d'acheter une taille plus grande que d'habitude."
5,"Ça vaut le coup d'acheter. Je regarde toujours les critiques avant d'acheter, surtout plus de 50 $, mais cela en valait la peine."
4,parfait
5,"Elles sont si légères qu'on a l'impression de porter une paire de chaussettes. Très confortable; le look est assez beau pour pouvoir être porté avec des vêtements décontractés. J'imagine qu'ils ne peuvent pas durer trop longtemps car ils sont si légers, mais même si c'est le cas, leur prix en vaut la peine pour le confort et ajustement."
5,Chaussures de bonne qualité et très bon prix sur amazon. Sur une note moins positive je dirais que les lacets sont courts mais suffisants
5,"Juste ce que je voulais. Super rebondissant, respirant et avec un talon plus haut que j'attendais, ce qui ajoute au confort. Arrivé rapidement.Très content."
5,Facilité de commande et de livraison. Des chaussures confortables et légères pour un usage social.
4,Superbe produit
4,Ces chaussures sont bien adaptées à l'entraînement en circuit et sur machine. Un avantage particulier est le faible poids. Je n'ai pas essayé de longues courses.
4,Bon entraîneur mais a dû renvoyer et prendre la taille suivante
5,"Belles baskets légères pour l'été, confortables, vous pouvez également parcourir de plus longues distances sans aucun problème."
5,Mon fils était content de ces baskets
5,"Ces chaussures sont très confortables et s'adaptent bien au pied.La taille est la même que toutes les autres chaussures Nike.Pour moi, le design simple et discret est décisif. Les chaussures ont l'air neuves même après une longue période et sont faciles à nettoyer. La finition est - comme prévu - inégalée ! Toute personne à la recherche de chaussures confortables et chics est bien conseillée avec ce produit. J'achèterais à nouveau la Nike Tanjun à tout moment."
5,"Les baskets vont bien, très confortables, je les utilise pour un usage quotidien, probablement pas bonnes pour l'hiver. Dans l'ensemble, je suis un bon achat et je vais juste commander une autre paire en noir, je recommanderais vivement ces baskets"
5,"Léger, respirant, confortable et bien ajusté"
5,"La livraison a été plus rapide que prévu, mais chapeau au vendeur et au fournisseur.Concernant la chaussure: elle était très confortable et douce et après l'avoir portée pendant une courte période, j'ai été positivement surprise et enthousiaste. Je suis curieux de savoir combien de temps ils durent"
5,Parmi les chaussures les plus douces et les plus confortables que j'ai jamais essayées pour le temps libre. Hautement recommandé!
4,Convient très bien au pied étroit de notre fils.
5,"La deuxième fois que je prends les tanjuns, cela veut tout dire. Super confortables et bon marché."
5,"Les chaussures Nike ne déçoivent jamais, ce sont des produits optiques spécialement conçus pour la course."
5,"Honnêtement, aussi légères que soient ces choses, je me suis dit qu'elles ne dureraient pas une semaine. Je porte ces choses depuis un certain temps et ils gèrent les abus. Quand ceux-ci partiront, je vais probablement en acheter une autre paire. Mes autres chaussures m'ont tué le genou pour rester debout toute la journée, celles-ci, je suis toujours mobile et prête à partir après dix heures debout."
5,"Acheté 36 euros pour travailler au bar. La semelle est haute et confortable, pour le moment elles semblent résistantes. A ce prix je suis vraiment satisfait"
5,"Excellent ajustement, vraiment confortable et étonnamment léger! Le devant en mesh respirant est excellent! Je le recommanderais sans hésiter!"
5,"Excellente finition et très confortable, valable aussi bien pour les vêtements de sport que de loisirs, payé beaucoup moins cher qu'en magasin. Excellent achat"
5,Je les aime
5,je le trouve confortable et joli
3,"Je porte une chaussure de taille 10 et j'ai commandé une taille 10, mais c'est une taille trop petite"
5,Les chaussures sont extrêmement confortables. Ils sont un ajustement narratif et c'est idéal pour moi mais pas pour quelqu'un qui prendrait normalement un ajustement large. La qualité est bonne sauf que les trous pour les yeux pour les lacets ont été coupés grossièrement et s'useront probablement mal avec le temps. J'ai trouvé que les équiper de lacets élastiques rend l'ajustement encore meilleur -
4,"Bon emballage et j'arrive avant l'heure, content."
4,Classe
5,Porter tous les jours. Super look et prix.
4,"Très belles chaussures de sport. Portez-les au bureau en été. Bonne sensation de marche et agréable et aéré. Je ne les utiliserais pas pour courir cependant. Il y en a de meilleurs, portez habituellement un 44-45 et commandez un 46 ici. Convient."
4,Les chaussures vont très bien. Aucune période de rodage nécessaire. Seule la bande de roulement est un peu glissante lorsque le sol est mouillé.
5,"Arrivez bien à l'avance. Courrier toujours spectaculaire. C'est peut-être une coïncidence mais ceux qui desservent ma région sont toujours précis et courtois. Chaussures fidèles à la description. Plus beau que sur les photos. Léger, respirant et confortable. Trop peu utilisé pour évaluer sa résistance."
5,"Les chaussures sont superbes et si vous connaissez Nike, vous commandez une taille au-dessus et elles vous vont parfaitement même si vous avez les pieds larges"
5,"Super baskets! Aéré, confortable et d'un excellent rapport qualité-prix. Malheureusement, les semelles développent rapidement une odeur, mais elles peuvent être échangées contre d'autres semelles."
5,"Très très confortable, peu comme si je marchais dans les airs."
3,"Assez bien. Malheureusement, les chaussures ne durent pas très longtemps (nous les avons achetées il y a un an) - les chaussures se chargent électriquement en permanence et vous recevez des ""chocs électriques"" lorsque vous touchez d'autres personnes ou des poignées de porte"
5,"Confortable comme sur pieds toute la journée, à des prix abordables."
5,"Très léger et confortable, taille un peu petit, heureusement commandé un peu plus grand. Je les ai déjà lavés à la machine à laver, tout s'est bien passé :)"
5,"J'ai la chaussure depuis quelques semaines maintenant et elle est toujours très confortable, c'est comme marcher sur des nuages! Je l'utilise comme chaussure de travail car au travail, je ne marche presque que 9 heures par jour et c'est toujours l'une des les chaussures les plus confortables que j'ai jamais eues maintenant! Je ne peux que le recommander!"
5,"Gardez simplement vos ongles courts, car vous traverserez les orteils encore plus rapidement que vous ne le ferez déjà."
4,bonne couleur
3,C'est ainsi que la boîte est arrivée. Nous offrons cela en cadeau et on dirait que nous les avons sortis d'une benne à ordures.
5,Les chaussures Nike ont un ajustement parfait et une belle couleur comme sur la photo.
5,"Acheté plusieurs fois, léger et confortable. Ils peuvent être lavés en machine à basse température et restent tels quels"
5,Excellente chaussure à utiliser pour les activités récréatives et très confortable.
3,"Nous avons renvoyé 2 paires dans un pack car elles étaient trop petites, nous avons commandé une deuxième paire car nous nous sommes trompés car nous n'en avons besoin que d'une."
4,"Des chaussures sympas, avec une belle finition en tricot, mais elles sont définitivement étroites au niveau des orteils. Je fais une taille 11 et j'ai beaucoup de paires Nike dans une taille 11 et je n'ai jamais eu ce problème auparavant. J'espère qu'ils se cassent un peu avec une utilisation régulière."
5,Ajustements prix-performances
5,Idéal comme chaussure de loisir ou joggerLa performance des prix est top
5,Ce sont les meilleures chaussures que j'ai achetées
5,Venu d'Allemagne au Royaume-Uni en 2 jours
4,Les chaussures étaient super sauf que j'avais besoin d'une demi-pointure plus grande et après avoir immédiatement rendu la chaussure - le prix était presque le double du prix lorsque j'ai essayé de commander à nouveau la même chaussure de taille différente🙃
1,Ils doivent être complètement noirs et non blancs en dessous
5,"Acheté ceux-ci pour mon petit ami. Il est debout toute la journée, travaillant dans un entrepôt. Je ne voulais pas d'une autre paire de bottes de travail, alors nous avons opté pour celles-ci. Il les ADORE absolument. Ses douleurs de fin de journée (dos, hanches, genoux) et sa fatigue ont disparu et il n'arrête pas de me dire à quel point ces chaussures sont géniales et ont fait toute la différence dans sa routine quotidienne. Qui me rend heureux!"
5,Tout parfait. Excellent rapport qualité/prix.
5,"J'adore ces chaussures, elles me vont toujours comme un gant. Je les ai rachetés un nombre incalculable de fois."
3,"La chaussure s'est avérée petite, nous avons dû l'échanger et commander une pointure au dessus, la nouvelle livraison est arrivée un jour plus tard, notre fils est satisfait."
5,"Super confortable, comme si vous n'aviez pas de chaussures. Bien adapté pour un usage quotidien ou sportif."
5,"Très confortable, bon rapport qualité prix"
5,Les chaussures sont tout simplement trop confortables et maintiennent les pieds comme des chaussettes. Le poids est négligeable pour les longs trajets. J'ai marché plus de 60 km par semaine et je sens toujours les chaussures bien serrées sans pression sur les talons ou les genoux. Merveilleux produit pour le prix.
5,Belle chaussure. Agréable à porter et très stylé.
5,"Elles sont très confortables, d'excellente qualité, une fois enfilées, vous ne les quitterez plus."
5,"Il existe des baskets meilleures et plus chères, mais celles-ci, en raison de leur prix, répondent parfaitement aux attentes avec ce qui est attendu.Bon design, léger et confortable Totalement recommandé"
2,pas comme je m'y attendais
3,"J'aime l'apparence de ces chaussures, mais je trouve que le support de la voûte plantaire manque et que la taille est petite. j'ai commandé la taille 9,5 mais j'aurais commandé 10 si j'avais su"
1,Les chaussures n'étaient plus utilisables après 1-2 mois malgré peu d'utilisation. La zone du talon se fissure lors de la course et les chaussures ne fournissent plus de soutien.
5,Excellent
5,Très bonne chaussure juste un peu étroite au milieu de la chaussure. J'ai remarqué que la chaussure crée beaucoup d'électricité statique et je suis parfois choquée lorsque je touche quelque chose de métallique autre que cette chaussure vraiment géniale.
5,"J'adore ces baskets, elles sont si confortables et légères. Ils ont l'air élégant aussi. Je ne les ai pas achetés pour m'entraîner, donc je ne peux pas commenter là-bas !"
5,Waouh tout simplement. Je préfère toujours utiliser la marque Nike.
5,C'est la 5ème paire que j'apporte à mon petit-fils car je sais qu'elles vont bien
5,"Utilisez-les pour mon jogging matinal, généralement autour de 13 miles ou 22 000 pas, les ai eus pendant une semaine, très confortables jusqu'à présent."
5,Livraison à temps. État fantastique.
5,Arrivé très rapidement et s'adapte parfaitement. Une super paire de baskets !
4,Ravie des chaussons. super confortable
4,"Il n'y a pas de chaussure plus confortable que celle-ci. Il offre un soutien du talon unique (ce qui a toujours été un problème pour moi), c'est comme marcher sur des oreillers. Chaussure fraîche qui maintient le pied ventilé, adieu ""l'étouffement des chaussures de course"". FORTEMENT RECOMMANDÉ surtout pour ceux qui ont des problèmes de talon et/ou de dos."
5,"Matériaux : fin, le tissu c nike qui garantit toujours respirabilité et confort en même temps ; la semelle confortable et résistante- Design : élégant et élancé, convient aussi bien aux environnements sportifs qu'élégants- Qualité/Prix : excellent, prix légèrement inférieur à la moyenne du marché des chaussures de sport des principales marques (Nike incluse)- Livraison : dommage la livraison n'est pas avec prime mais pour le reste en 2 jours il vous arrive"
3,"Chaussure étroite et petite, semblait être un matériau non substantiel"
5,"Celles-ci correspondent à la taille et étaient très confortables dès la sortie de la boîte. C'est une belle chaussure légère et respirante. Je ne les ai pas eu assez longtemps pour attester de leur durabilité, mais, en ce qui concerne le confort et l'ajustement, ils sont très agréables."
3,Les chaussures se portent très bien
5,"J'ai récemment acheté une paire de baskets Tanjun NIKE pour hommes dans un magasin de détail et elles sont parfaites pour moi. Je savais que je les aimerais et j'ai donc acheté cette deuxième paire en ligne. Quand je commencerai à les porter, je suis certaine que mes attentes seront réaffirmées."
5,"chaussures selon le prix. confortable, léger. Taille correcte"
5,"Selon le titre, je n'échangerais jamais ces chaussures contre d'autres. Ils sont parfaits été comme hiver, sauf quand il pleut ou qu'il neige, bien sûr. Idéal pour ceux qui ont des problèmes de pieds moites, comme moi, car ils sont faits de tissu respirant. De plus, même si vous marchez toute une journée, vos pieds ne vous font pas mal. PS : j'en possède quatre paires :)"
5,J'ai acheté cette chaussure plusieurs fois et je l'ai dans de nombreuses couleurs à la maison.
2,"L'article était correct. Cependant, je possède la même paire (dans la même taille que celle commandée) uniquement en noir.Cependant, la taille des chaussures neuves différait légèrement de celles que j'avais déjà. Je conseille donc d'acheter les chaussures 1 à 2 numéros plus grands.Quand j'ai ensuite voulu les retourner (après les avoir essayées une fois et parcouru une courte distance), les chaussures m'ont été renvoyées par la société Ruga au motif qu'elles pouvaient ne plus être remis dans leur état d'origine pour les revendre. Donc ATTENTION : pas un bon service client"
5,Magnifique et confortable. J'en ai acheté trois pour leur côté pratique.
5,Conseiller !!
5,"La chaussure est extrêmement légère et très respirante sur le cou-de-pied, ce qui en fait une chaussure d'été confortable.La chaussure est exactement ce à quoi je suis habitué chez Nike; Je porte toujours la taille 44."
5,produits très bons et confortables
4,"Un peu petit, mais pas grave. Si vous allez l'acheter, peut-être vaut-il mieux être un rang plus haut que d'habitude ? Très léger et idéal pour travailler."
4,J'ai duré deux ans d'utilisation quotidienne : il a fallu mon chien pour les finir. J'aurais aimé que les marches durent plus longtemps.
5,"Taille un peu petit. Je les ai achetés comme cadeau pour notre fils, mais ils étaient trop petits. Mon mari porte généralement un 11 1/2 mais ceux-ci, une taille 12, conviennent parfaitement."
4,"La semelle est large et blanche, donc la saleté se démarquera."
4,"Bon coussin aussi. Je me sentais à l'aise de marcher. Je porte toujours des chaussures larges 3E, mais cette fois c'était parfait et facile à porter."
4,Très confortable à porter. Ayez toujours l'air neuf après le lavage. Le bout des orteils se déchire rapidement.
4,"Les chaussures sont géniales et elles vont parfaitement, fraîches, je ne me qualifie pas sur 5 parce que la paire que j'ai eue, elle arrive avec le logo pelé et j'expédie à l'international donc je ne peux pas faire de retour pour remplacer, tout va bien c'est le seul problème"
5,"Chaussures fantastiques, je les ai achetées pour mon partenaire en étant sûr du nombre et de la couleur.. La chaussure reste fidèle à l'image, excellente présentation, beau modèle et excellent tissu et coutures parfaites.. En plus d'être confortable, elle est aussi légère et pas inconfortable pour le pied .. Je conseille donc à tous ceux qui veulent acheter d'être assurés que ce sont des chaussures vraiment fantastiques! Je donne 5 étoiles !"
5,Ils sont très légers mais ont un bon soutien et ont l'air bien aussi. J'ai mal à l'avant-pied et un oignon sur le dessus du pied. J'ai marché avec ces chaussures et je n'ai pas ressenti de douleur comme mes chaussures de marche précédentes.
4,"Le numéro est ce que je porte pour les Nikes, elles sont parfaites... très confortables car la matière est très légère et surtout confortable et n'exerce aucune pression sur le pied à aucun moment. La semelle est super douce et donne l'impression qu'elle rebondit à chaque pas... une sensation très confortable. Esthétiquement bon, excellent rapport qualité prix !"
5,Marre qu'il me répète constamment que les baskets d'aujourd'hui sont trop serrées. J'ai commandé une demi-taille et il est content ! Il aime la coupe et le style.
4,D'accord
4,Bonnes chaussures ! Regard pointu ! Facile à jeter au lavage ! Pas super confortable ou de soutien. Pas bon pour les longues promenades. Mais de jolies baskets légères!
3,"Les chaussures sont très légères et confortables. La taille est légèrement plus petite que prévu (pour la pointure 41,5, les chaussures en 42 sont un peu trop petites). Les chaussures (au moins en gris) sont très sensibles à la saleté en raison de la douceur tissu , mais sont faciles à nettoyer.Malgré le tissu, la perméabilité à l'air n'est pas optimale. Avec de longues périodes de gestation, il faut compter avec un développement d'odeurs supérieur à la moyenne."
5,Convient très bien. C'est un ajustement bien ajusté mais pas au point d'être inconfortable. Assez léger.
5,"Baskets confortables avec un excellent soutien de la voûte plantaire et du pied. J'utilise mes baskets pour travailler à la salle de sport, faire du shopping et marcher tous les jours sur ces trottoirs accidentés et accidentés. Je peux marcher et sourire pendant des heures en portant ces baskets 😊. Karine A."
5,Ils sont légers et confortables.
4,"J'adore ces baskets, elles sont tellement confortables comme des pantoufles et très légères. Je suis toujours un 8 et j'ai commandé et 8 mais ils étaient trop petits donc j'ai dû les retourner malheureusement."
5,"rien à dire de plus, je les aime - merci !"
4,Confortable et stable. Utilisé comme chaussure d'intérieur. Livraison rapide.
5,"D'une manière ou d'une autre, seulement 36 $ et exactement la paire que je cherchais !"
5,Léger et confortable.
4,Un peu abaissé la pointe
4,"Je les ai achetées pour mon copain qui cherchait vraiment des baskets noires, car il avait besoin de quelque chose de confortable pour le travail. On les avait déjà vues en boutique, puis elles ont disparu.. et que dire bien sûr je les ai trouvées ici sur Amazon. Ils sont exactement comme décrit et aussi comme nous les avions vus en boutique ! J'utilise très souvent Amazon pour sa grande disponibilité de produits et surtout pour la ponctualité des livraisons !"
5,"Ils sont tout simplement géniaux, je n'aurais pas pu demander mieux"
5,J'ai juré toute ma vie que je ne porterais ni n'achèterais jamais de nike ou n'importe quelle chaussure de sport/basketbsll. Hé bien. Ay 37 j'ai mal aux pieds. Et mes chaussures Nike Tanjun sont les chaussures les plus légères et les plus confortables que j'aie jamais eues aux pieds.
5,Excellent
5,"Parfait! Je les utilise depuis 3/4 mois et elles sont toujours parfaites, lavées plusieurs fois en machine à laver.Très confortable"
4,"Malheureusement trop petit, commanderait une demi-taille plus grande, sinon des chaussures de qualité supérieure du point de vue optique."
3,"Je les ai eues dans toutes les couleurs, elles sont très confortables au quotidien, le seul inconvénient est qu'étant si fines et faites de tissu en un an avec une utilisation continue, il faut en acheter d'autres."
3,"Comparé aux autres Nike de mon fils, ce modèle était plus serré. En arrangeant les lacets et en marchant, ils ont peut-être pris forme et maintenant ils sont plus lâches, ils vont mieux. Dans l'ensemble, ils sont bien. Je dirais suffisant comme vote."
5,belle et confortable
5,"Je l'ai acheté pour mon mari comme cadeau, il a vraiment aimé la couleur des chaussures et elles lui vont parfaitement. Je suis content de cet achat que j'achèterai à nouveau à l'avenir."
3,"Les chaussures sont très confortables. Malheureusement, après 2 mois d'utilisation quasi quotidienne, la semelle s'est tellement usée que je glisse sur route mouillée. Dans quelques endroits, il n'y a pas de profil du tout."
5,excellentes chaussures excellente livraison avec la poste italienne à l'avance 5 étoiles
5,S'adapte parfaitement. Bonne couleur. Chaussure confortable. Chaussure de tennis parfaite
4,Un cadeau pour mon neveu
5,"Les chaussures Nike les plus confortables que j'ai jamais possédées. Peut être utilisé pour des vêtements décontractés ou comme chaussure de course, léger et non étroit comme les autres Nike que j'ai possédés. Pour votre information, ma pointure est une 12 pour hommes, mais comme la plupart des chaussures Nike, elles sont petites. J'ai un homme 13 (largeur normale) et ils me vont parfaitement. De plus, le noir sur noir est net, j'adore ! Je le recommande vivement !"
5,C'est la deuxième paire que j'achète. Très confortable et frais pour la saison estivale.
2,"Cette chaussure est l'une des plus recommandées pour une utilisation sur tapis roulant en raison de sa légèreté et de son confort. J'ai d'abord commandé via Amazon mais le fournisseur a mis plus de 20 jours pour fournir une mauvaise taille. 3 jours... Bien sûr, la chaussure est confortable et légère... Mais hélas en une semaine en marchant (pas en courant) sur un tapis roulant, peu de lamelles inférieures se sont aplaties... Pour maintenir la légèreté de la chaussure, Nike a maintenu un semelle inférieure très douce avec des lamelles de hauteur minimale qui ont donné une qualité pire que vos chaussures en toile normales... À Rs 3600/- ce n'est pas la qualité attendue d'une marque Nike réputée..."
5,"La sneaker était légère, confortable et parfaitement ajustée. Achètera certainement à nouveau."
4,"Très confortable, oui, ne vous faites pas prendre à pleuvoir car vous vous mouillez beaucoup les pieds; D"
5,Les bottes Geiler peuvent vous tirer dessus
5,"Si vous les portez tous les jours, ils ont une durée de vie de 6 mois avant de devenir inesthétiques"
4,Très bonne
5,Acheté pour mon mari. Il les aime!!
5,L'ajustement du produit est si parfait et la qualité est également bonne.
5,Globalement très satisfait de la chaussure. Je l'utilise pour tous les jours non recommandé pour la course
4,"La plupart des gens connaissent la chaussure du magasin. Il taille un peu petit, la semelle n'est pas aussi douce que les modèles de running en mousse à mémoire de forme et pourtant très haut sur le talon. Si vous avez des problèmes de dos, vous devriez chercher d'autres chaussures, car elles peuvent rapidement vous mettre sur le dos en raison du talon haut."
5,Exactement comme une paire précédente que mon fils avait.
5,"Je les ai emmenés en voyage avec moi au cours des derniers mois et ce sont probablement les baskets les plus confortables que j'ai possédées, mes pieds ne se sont jamais sentis douloureux une seule fois, même après avoir parcouru 15 miles par jour. Extrêmement respirant aussi!"
2,Mon mari avait déjà cette chaussure dans la même pointure. La chaussure livrée aujourd'hui est malheureusement plus petite. Très dommage 👎
5,Je les ai achetés dans le passé et ils étaient parfaits et très confortables. Le vendeur que j'ai acheté à cette époque était différent mais je n'ai pas été déçu car le produit a été livré à temps et correspondait à la description. Je recommande vraiment ce produit.
5,Top chaussure très confortable
5,"Excellente chaussure de Nike. Ils sont pour l'été car ils sont très fins et frais. Ils sont extrêmement confortables et s'adaptent comme un gant, en plus d'avoir fière allure et de pouvoir les porter avec tout. La taille correspond à ce que vous portez habituellement dans cette marque."
5,Ils sont confortables.
5,Il a répondu et dépassé les attentes de mon mari
5,"Je les ai achetés pour mon mari, c'est le modèle qu'il utilise toujours. Pour lui c'est le plus confortable"
5,"Excellent, mieux que je ne le pensais, je suis sur le point d'acheter d'autres chaussures de tennis Nike hautement recommandées"
5,"Je connais les chaussures depuis un moment et je viens de commander une nouvelle paire dans une couleur différente.Les chaussures sont très confortables, je recommande donc de les acheter"
4,"Belles baskets, légèrement sur la petite taille, je suis normalement un 5-5,5, j'ai 5,5 et elles semblent un peu serrées, mais toujours confortables et agréables"
5,J'adore le look et la coupe. avez-vous ces chaussures pour femmes
4,la semelle est un peu glissante et elles ne sont pas stables à 100% mais elles sont le maximum de confort aux pieds on ne les sent même pas. un plaisir de les porter après une journée avec des chaussures de sécurité
4,Excellent coureur léger.
4,Bon pour courir
5,Très belles baskets confortables.
5,Vraiment beau et confortable
4,"Colis laissé devant la porte... Les chaussures sont super, j'avais déjà une paire du même modèle à la maison - bonne qualité, comme prévu"
4,"Je possédais déjà un tanjun et je voulais en acheter une autre paire dans une couleur différente. La chaussure est très confortable et robuste. Le prix est normal, je recommande l'achat."
5,"J'ai été très impressionné par la qualité de cette chaussure, elle est légère mais toujours très solide et en forme. J'ai remarqué que même après avoir marché un peu, mes pieds étaient toujours confortables, c'est une excellente chaussure lisse, je commanderai plus de couleurs! Merci!"
4,Je les ai achetés pour mon fils. Il les aime!
